1,9.472222222222221
2,9.355555555555558
3,9.377777777777778
4,8.28888888888889
5,8.755555555555553
6,9.222222222222221
7,7.733333333333334
8,8.77222222222222
9,10.82222222222222
10,13.77222222222222
11,16.016666666666666
12,17.144444444444446
13,17.800000000000004
14,17.333333333333332
15,18.87777777777778
16,18.911111111111115
17,15.38888888888889
18,15.550000000000002
19,14.255555555555553
20,13.144444444444442
21,11.549999999999999
22,11.183333333333334
23,10.116666666666667
24,10.02
25,10.42222222222222
26,9.911111111111113
27,11.183333333333334
28,7.155555555555556
29,6.111111111111111
30,6.788888888888888
31,7.26111111111111
32,7.799999999999999
33,9.872222222222225
34,12.222222222222221
35,15.094444444444447
36,17.355555555555558
37,19.00555555555555
38,20.04444444444444
39,21.049999999999997
40,21.18333333333333
41,20.11666666666666
42,20.216666666666665
43,20.0
44,17.800000000000004
45,16.06111111111111
46,15.02222222222222
47,14.422222222222224
48,14.255555555555553
49,13.77222222222222
50,13.283333333333331
51,8.633333333333333
52,11.25
53,11.183333333333334
54,10.694444444444445
55,11.11111111111111
56,11.11111111111111
57,12.166666666666666
58,12.755555555555556
59,13.838888888888887
60,16.183333333333334
61,17.516666666666666
62,17.383333333333333
63,17.36111111111111
64,17.205555555555556
65,15.633333333333333
66,13.577777777777776
67,10.911111111111111
68,8.800000000000002
69,8.961111111111112
70,8.199999999999998
71,7.688888888888891
72,7.766666666666664
73,8.199999999999998
74,8.177777777777777
75,7.311111111111109
76,7.644444444444442
77,6.622222222222224
78,6.683333333333334
79,6.0888888888888895
80,6.066666666666667
81,6.144444444444446
82,7.1333333333333355
83,7.205555555555555
84,7.566666666666666
85,8.900000000000002
86,9.961111111111112
87,9.888888888888888
88,11.066666666666668
89,10.116666666666667
90,11.038888888888888
91,10.65
92,10.050000000000002
93,9.899999999999999
94,8.794444444444444
95,7.827777777777779
96,7.855555555555556
97,7.316666666666667
98,7.244444444444444
99,5.438888888888888
100,7.200000000000001
